"","DrugName"
"25960","PEMETREXED IN 0.9% SODIUM CHLORIDE 650 mg in 100ml Intravenous Infusion"
"25961","PEMETREXED IN 0.9% SODIUM CHLORIDE 700 mg in 100ml Intravenous Infusion"
"25962","PEMETREXED IN 0.9% SODIUM CHLORIDE 750 mg in 100ml Intravenous Infusion"
"25963","PEMETREXED IN 0.9% SODIUM CHLORIDE 800 mg in 100ml Intravenous Infusion"
"25964","PEMETREXED IN 0.9% SODIUM CHLORIDE 900 mg in 100ml Intravenous Infusion"
"25965","PEMETREXED in SODIUM CHLORIDE"
"25966","PEMETREXED in SODIUM CHLORIDE 0.9% 100mL"
"25967","PEMETREXED in Sodium Chloride 0.9% Infusion"
"25968","PEMETREXED Infusion bag"
"25969","PEMETREXED INJECTION 100mg"
"25970","PEMETREXED INJECTION 500mg"
"25971","PEMETREXED IV INFUSION 100ML N/S (MAX 1g) (PU)"
"25972","PEMETREXED IV INFUSION 100ML N/S (PU)"
"25973","PEMETREXED variable # in Sodium Chloride 100mL"
"25974","PEMETREXED!100mg!INJECTION"
"25975","PEMETREXED!500mg!INJECTION"
"25976","PEMETREXED!500mg!INJECTION (1 vial)"
"25977","PEMETREXED!750mg in 100mls SALINE 0.9% BAG"
"25978","PEMETREXED!900mg in 136mls SALINE 0.9% BAG"
"25979","PEMETREXED!901-1000mg in 100ml NS IV (1)"
"25980","PEMETREXED!INFUSION"
"25981","PEMETREXED!variable!# in Sodium Chloride 100mL"
"25982","PEMETREXED(PATIENTSPECIFIC)INFUSION"
"25983","PEMETREXEDINJECTION500mg"
"25984","Penicillin V"
"25985","PENICILLIN V (PHENOXYMETHYLPENICILLIN) 250 mg Tab"
"25986","PENICILLIN V (PHENOXYMETHYLPENICILLIN) 250 mg Tabl"
"25987","PENTAGLOBIN"
"25988","Pentamidine"
"25989","PENTAMIDINE"
"25990","PENTAMIDINE ISETHIONATE"
"25991","PENTAMIDINE ISETHIONATE (UNLICENSED) 300 mg Inject"
"25992","PENTAMIDINE ISETHIONATE 300 mg Injection"
"25993","PENTAMIDINE ISETIONATE"
"25994","Pentosan Polysulfate Sodium"
"25995","PENTOSTATIN"
"25996","PENTOSTATIN  Intravenous Infusion *"
"25997","PENTOSTATIN 10 mg Injection"
"25998","Pentostatin 10mg powder for solution for injection vials"
"25999","Pentostatin 8mg in 4ml IVB"
"26000","PENTOSTATIN 9.6mg  Intravenous Injection"
"26001","PENTOSTATIN IV INFUSION! 50ML NS (PATIENT)"
"26002","PENTOXIFYLLINE"
"26003","PEP (POST EXPOSURE PROPHYLAXIS) 30 DAY PACK"
"26004","PEP (POST EXPOSURE PROPHYLAXIS) 5 DAY PACK"
"26005","PEP 5 DAY PACK (TTA)"
"26006","PEP 5 DAY PACK TENOFOVIR/EMTRICITABINE and RALTEGRAVIR"
"26007","PEP 5 DAY PACK TRUVADA/RALTEGRAVIR 400mg TABS (5/10)"
"26008","PEP 5 DAY STARTER PACK (5 tabl"
"26009","PEP 5 DAY STARTER PACK (5 tablet Pack)"
"26010","PEP PACK"
"26011","PEP PACK  1"
"26012","PEP Pack (5 Day)!(+Raltegravir)"
"26013","PEPPERMINT OIL E/C CAPSULES"
"26014","PEPPERMINT OIL M/R E/C CAPSULES (100 CAPS)"
"26015","PEPSE COMBO"
"26016","PEPTAC"
"26017","PEPTAC SF LIQUID (ANISEED) (500ML)"
"26018","PEPTACSFLIQUID(ANISEED)(500ML)"
"26019","PEPTAMEN JNR ADV NTR DUAL 500M"
"26020","PEPTAMEN JNR ADV NTR DUAL 500ML"
"26021","PEPTAMEN JUNIOR 400G"
"26022","PEPTAMEN JUNIOR LIQ DIET 500ML"
"26023","PEPTAMEN PEPTIDE JUNIOR LIQ DIET 500ML"
"26024","PERAMPANEL 2mg TABLETS"
"26025","PERAMPANEL 4mg TABLETS"
"26026","PERAMPANEL 6mg TABLETS"
"26027","PERINDOPRIL ERBUMINE 2MG TABLETS (30 TABS)"
"26028","PERINDOPRIL ERBUMINE 4MG TABLETS (30 TABS)"
"26029","PERINDOPRIL ERBUMINE 8MG TABLETS (30 TABS)"
"26030","PERINDOPRILERBUMINE2MGTABLETS(30TABS)"
"26031","PERINDOPRILERBUMINE4MGTABLETS(30TABS)"
"26032","PERINDOPRILERBUMINE8MGTABLETS(30TABS)"
"26033","pertuz/trastuz IV/docet maint"
"26034","pertuz/trastuz IV/docetax c1"
"26035","pertuz/trastuz IV/docetax c1d2"
"26036","pertuz/trastuz IV/docetax c2+"
"26037","Pertuzumab"
"26038","PERTUZUMAB"
"26039","PERTUZUMAB - New"
"26040","PERTUZUMAB - NEW"
"26041","PERTUZUMAB  Intravenous Infusion"
"26042","PERTUZUMAB  Intravenous Infusion *"
"26043","pertuzumab $"
"26044","PERTUZUMAB (BI)"
"26045","PERTUZUMAB (BI) 420 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"26046","PERTUZUMAB (BI) 420 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag STOCK Dose"
"26047","PERTUZUMAB (BI) 840 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"26048","PERTUZUMAB (Clinical Trial)"
"26049","PERTUZUMAB (CYTOS)"
"26050","PERTUZUMAB (Named Patient)"
"26051","PERTUZUMAB (PATIENT SPECIFIC) IN 0.9% NACL VARIOUS"
"26052","PERTUZUMAB (Perjeta)"
"26053","PERTUZUMAB (PERJETA)"
"26054","PERTUZUMAB (PERJETA)!420mg in 0.9% NaCl! 250ml QUALASEPT"
"26055","PERTUZUMAB (PERTUZUMAB  Infusion)"
"26056","PERTUZUMAB (QUALASEPT) 420MG IN SODIUM CHLORIDE 0.9% 250ML"
"26057","PERTUZUMAB **PERUSE** IN SODIUM CHLORIDE 0.9%"
"26058","PERTUZUMAB [PERJETA] 420mg in 250mL NaCl 0.9% [QUALASEPT]  Infusion"
"26059","PERTUZUMAB [PERJETA] in NaCl 0.9% [QUALASEPT] 420 mg in 250mL Infusion"
"26060","PERTUZUMAB 1mg to 420mg in 250mL Sodium Chloride 0"
"26061","PERTUZUMAB 1mg to 420mg in 250mL Sodium Chloride 0.9%  Intravenous Infusion"
"26062","PERTUZUMAB 30 mg in 1mL Injection"
"26063","PERTUZUMAB 420 mg in 14ml Injection"
"26064","PERTUZUMAB 420 mg in 14mls Vial"
"26065","PERTUZUMAB 420 mg in 250ml NaCl 0.9% Intravenous Infusion"
"26066","PERTUZUMAB 420 mg in 250mL Sodium Chloride 0.9% Infusion"
"26067","PERTUZUMAB 420 mg in 250ml Sodium Chloride 0.9% Infusion *"
"26068","PERTUZUMAB 420 mg in 250ml Sodium Chloride 0.9% Injection"
"26069","PERTUZUMAB 420 mg in 250mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"26070","PERTUZUMAB 420 mg Injection"
"26071","PERTUZUMAB 420 mg/250mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"26072","PERTUZUMAB 420mg 14mL CONCENTRATE FOR INFUSION"
"26073","PERTUZUMAB 420mg in 14mL Solution for Infusion"
"26074","PERTUZUMAB 420mg IN 250ml NACL 0.9%"
"26075","PERTUZUMAB 420mg in 250mL SODIUM CHLORIDE 0.9%"
"26076","PERTUZUMAB 420mg in 250mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"26077","PERTUZUMAB 420mg in 250mls SALINE 0.9%"
"26078","PERTUZUMAB 420mg in SODIUM CHLORIDE 0.9% 250mL"
"26079","PERTUZUMAB 420MG in SODIUM CHLORIDE 0.9% 250ml (BAXTERS)"
"26080","PERTUZUMAB 420mg in Sodium Chloride 0.9% 264mL"
"26081","PERTUZUMAB 420mg in SODIUM CHLORIDE Batch (1)"
"26082","PERTUZUMAB 420MG SODIUM CHLORIDE 0.9% 250ML"
"26083","PERTUZUMAB 420mg/14mL CONCENTRATE FOR INFUSION (1)"
"26084","PERTUZUMAB 420mg/14mL INJECTION (1 vial)"
"26085","Pertuzumab 420mg/14ml solution for infusion vials"
"26086","PERTUZUMAB 420MG/14ML SOLUTION FOR INFUSION VIALS"
"26087","PERTUZUMAB 420MG/14ML SOLUTION FOR INFUSION VIALS 1 VIAL"
"26088","PERTUZUMAB 420mg/14mL!CONCENTRATE FOR INFUSION (1)"
"26089","PERTUZUMAB 420mg/250mL!SODIUM CHLORIDE 0.9% INFUSION"
"26090","Pertuzumab 421-840mg Infusion"
"26091","PERTUZUMAB 840 mg in 250mL Sodium Chloride 0.9% Infusion"
"26092","PERTUZUMAB 840mg in 250mL Sodium Chloride 0.9%  Intravenous Infusion"
"26093","PERTUZUMAB 840mg in 250mls SALINE 0.9%"
"26094","PERTUZUMAB 840mg in Sodium Chloride 0.9% 278mL"
"26095","PERTUZUMAB CDF"
"26096","PERTUZUMAB CONCENTRATE SOLN FOR INFUSION 420mg"
"26097","PERTUZUMAB in 0.9% SODIUM CHLORIDE"
"26098","PERTUZUMAB IN 0.9% SODIUM CHLORIDE"
"26099","PERTUZUMAB IN SODIUM CHLORIDE 0.9%"
"26100","PERTUZUMAB IN SODIUM CHLORIDE 0.9%  Infusion"
"26101","PERTUZumab in SODIUM CHLORIDE 420 mg in 264mL Intravenous Infusion"
"26102","PERTUZUMAB Infusion"
"26103","Pertuzumab Intravenous Infusion"
"26104","PERTUZUMAB IV"
"26105","PERTUZUMAB IV INFUSION (Patient use)"
"26106","PERTUZUMAB mg in 250ml in sodium chloride 0.9%"
"26107","PERTUZUMAB!420mg/14mL!CONCENTRATE FOR INFUSION"
"26108","PERTUZUMAB!420mg/14mL!INJECTION"
"26109","PERTUZUMAB!extemp bag"
"26110","PERTUZUMAB!INFUSION"
"26111","PERTUZUMAB(PATIENTSPECIFIC)IN0.9%NACLVARIOUSINFUSI"
"26112","PERTUZUMAB(QUALASEPT) 420MG IN SODIUM CHLORIDE 0.9% 250ML"
"26113","pertuzumab, concentrate for solution for infusion,420mg/14ml,vial [1 vial(s)]"
"26114","pertuzumab, infusion, 420mg in 278ml sodium chloride 0.9%, infusion bag"
"26115","PERTUZUMAB.....mg in.....mls SALINE 0.9%"
"26116","PERTUZUMAB~ 420 mg in 14mL Injection"
"26117","PERTUZUMABCONCENTRATESOLNFORINFUSION420mg"
"26118","PF-04518600 (CLINICAL TRIAL)"
"26119","PH ANCILLARIES"
"26120","PH CRONO PUMP"
"26121","PH delivery charge"
"26122","PH HOMECARE SUNDRIES"
"26123","PHARMACY OUTSOURCE"
"26124","PHARMACY OUTSOURCE FEE"
"26125","PHARMSEA DELIVERY CHARGE"
"26126","PHENOBARBITAL (PHENOBARBITONE) 15MG TABLET"
"26127","PHENOBARBITAL (PHENOBARBITONE) 60MG TABLETS"
"26128","PHENOBARBITAL 50mg in 5mL ORAL SUSPENSION ALCOHOL "
"26129","PHENOBARBITAL 50mg in 5mL ORAL SUSPENSION ALCOHOL FREE SUGAR FREE"
"26130","PHENOBARBITAL 50mg/5mL ELIXIR (Alcohol Free)(UL)"
"26131","PHENOBARBITAL 50MG/5ML SF ORAL"
"26132","PHENOBARBITAL 50MG/5ML SF ORAL SOLUTION (150ML)"
"26133","PHENOBARBITAL 50MG/5ML SF SOLUTION 150ML (ALCOHOL FREE)"
"26134","PHENOBARBITAL!50mg/5mL!ELIXIR (Alcohol Free) (50mL"
"26135","PHENOXYMETHYLPENICILLIN 250MG/5ML SOLUTION (100ML)"
"26136","PHENYLALANINE"
"26137","PHENYLBUTAZONE 100 mg Tablets"
"26138","PHENYTOIN SODIUM 100MG CAPSULES (84 CAPS)"
"26139","PHENYTOIN SODIUM 300MG CAPSULES (FLYNN) (28 CAPS)"
"26140","PHENYTOIN SODIUM 50MG CAPSULES (28 CAPS)"
"26141","PHOSPHATE-SANDOZ EFFERVESCENT TABLETS"
"26142","PHOSPHATE-SANDOZ EFFERVESCENT TABLETS (100 tabs)"
"26143","PHOSPHATE-SANDOZ EFFERVESCENT TABLETS (100 TABS)"
"26144","PHOSPHATE  Enema"
"26145","PHOSPHATE SANDOZ  Effervescent Tablets"
"26146","PHOSPHATES"
"26147","PHYTOMENADIONE 10 mg Tablets"
"26148","PHYTOMENADIONE 2 mg in 0.2mL Solution"
"26149","PIBRENTASVIR +  GLECAPREVIR"
"26150","PIBRENTASVIR + GLECAPREVIR"
"26151","Pifeltro (Doravirine)"
"26152","PILL CUTTER"
"26153","PILL SPLITTER (NO 96C)"
"26154","PILOCARPINE 2% MINIMS (preserv-free)"
"26155","PIP.4042545 NEOCATE JUNIOR UNF"
"26156","PIP.4042545 NEOCATE JUNIOR UNFLVORD 400G"
"26157","PIPERACILLIN"
"26158","Piperacillin + Tazobactam"
"26159","PIPERACILLIN 2g / TAZOBACTAM 0.25g Injection"
"26160","PIPERACILLIN 4G / TAZOBACTAM 0.5G  Injection"
"26161","PIPERACILLIN 4g / TAZOBACTAM 0.5g Injection"
"26162","PIPERACILLIN WITH TAZOBACTAM"
"26163","PIPERACILLIN/TAZOBACTAM (Homecare)"
"26164","Pirfenidone"
"26165","PIRFENIDONE"
"26166","PIRFENIDONE (FOC - POST TRIAL)"
"26167","PIRFENIDONE (FOC) 267 mg Capsules"
"26168","PIRFENIDONE (HOME DELIVERY)"
"26169","PIRFENIDONE (HOME DELIVERY) (G-S)"
"26170","PIRFENIDONE (HOMECARE)"
"26171","PIRFENIDONE (Homecare) 267 mg Capsules"
"26172","PIRFENIDONE (Homecare) 267 mg Tablets"
"26173","PIRFENIDONE (Homecare) 801 mg Tablets"
"26174","PIRFENIDONE (HOMECARE) STARTER PACK"
"26175","PIRFENIDONE (INITIATION PACK)_(HOMECARE) 267 mg Tablets"
"26176","PIRFENIDONE (MAINTENANCE PACK) 267 mg Capsules"
"26177","PIRFENIDONE (PIRFENIDONE 267 mg Tablets)"
"26178","PIRFENIDONE (PIRFENIDONE 801 mg Tablets)"
"26179","PIRFENIDONE 267 mg Capsules"
"26180","PIRFENIDONE 267 mg Tablets"
"26181","PIRFENIDONE 267mg"
"26182","PIRFENIDONE 267mg ADMIN TAG"
"26183","PIRFENIDONE 267MG CAPS (252 caps)"
"26184","PIRFENIDONE 267MG CAPSULES"
"26185","PIRFENIDONE 267mg HARD CAPSULES TREATMENT PACK"
"26186","PIRFENIDONE 267MG TABLETS"
"26187","PIRFENIDONE 801 mg Tablets"
"26188","PIRFENIDONE 801MG CAPS"
"26189","PIRFENIDONE 801MG CAPS HOMECARE"
"26190","Pirfenidone Caps 267MG"
"26191","PIRFENIDONE CAPSULE 267mg"
"26192","PIRFENIDONE STARTER PACK"
"26193","Pirfenidone Tablet 267mg hard capsules treatment p"
"26194","PIRFENIDONE TABLET 801mg"
"26195","Pirfenidone Tabs 267MG"
"26196","Pirfenidone Tabs 801MG"
"26197","PIRFENIDONE!267mg!CAPSULES"
"26198","PIRFENIDONE_(HOMECARE) 801 mg Tablets"
"26199","PIRFENIDONE_HC"
"26200","PIRFENIDONECAPSULE267mg"
"26201","PIRFENIDONETABLET801mg"
"26202","PIROXICAM  20mg CAPSULES"
"26203","PIROXICAM (FELDENE MELT) 20mg TABLETS"
"26204","PIROXICAM 20mg CAPSULES"
"26205","PIROXICAM 20mg TABLETS (30 tabs)(FELDENE MELT)"
"26206","PIROXICAM 20mg TABLETS (FELDENE MELT)"
"26207","PIROXICAM!20mg!TABLETS (30 tabs)(FELDENE MELT)"
"26208","PITOLISANT"
"26209","PITOLISANT 18 mg Tablets"
"26210","PITOLISANT 4.5 mg Tablets"
"26211","PIVMECILLINAM 200mg TABLETS (10 tabs)"
"26212","PIXANTRONE"
"26213","PIXANTRONE (Pixuvri)"
"26214","PIXANTRONE (PIXUVRI) 29 mg Powder for Injection"
"26215","PIXANTRONE IN SODIUM CHLORIDE 0.9% FORMULA"
"26216","PIXANTRONE IV INFUSION (Patient use)"
"26217","Pixantrone Ymg in"
"26218","PIXANTRONE!extemp bag"
"26219","PIZOTIFEN 500MICROGRAM TABLETS (28 TABS)"
"26220","Placebo"
"26221","PlasmaOnsite"
"26222","PlasmaOutreach"
"26223","PLASTER - SPOT 2.2 DIAM [200]"
"26224","PLASTER *SQUARE 4CMX4CM <50>"
"26225","PLATELETS APHERESIS LEUCOCYTE DEPLETED IRRADIATED FOR NEONATAL USE PACK 1"
"26226","PLATELETS APHERESIS LEUCOCYTE DEPLETED IRRADIATED PACK 1"
"26227","PLATELETS APHERESIS LEUCOCYTE DEPLETED IRRADIATED PACK 2"
"26228","PLATELETS APHERESIS LEUCOCYTE DEPLETED IRRADIATED PACK 3"
"26229","PLATELETS IRRADIATED ADULT 1"
"26230","PLATELETS IRRADIATED ADULT 2"
"26231","Platelets LD Extended Life Irradiated"
"26232","PLATELETS POOLED IN ADDITIVE SOLUTION AND PLASMA LD IRRADIATED"
"26233","Plegridy"
"26234","Plegridy 125micrograms/0.5ml solution"
"26235","PLEGRIDY 125MICROGRAMS/0.5ML SOLUTION FOR INJECTION PRE-FILLED PEN"
"26236","Plegridy 125micrograms/0.5ml solution for injection pre-filled pen---2/52---3/12"
"26237","Plegridy 125micrograms/0.5ml solution for injection pre-filled pen (Biogen Idec Ltd)"
"26238","PLEGRIDY 125MICROGRAMS/0.5ML SOLUTION FOR INJECTION PRE-FILLED PEN (BIOGEN IDEC LTD) 2 PRE-FILLED DISPOSABLE INJECTION"
"26239","Plegridy 63micrograms and 94micrograms solution"
"26240","Plegridy 63micrograms/0.5ml and 94micrograms/0.5ml solution for injection pre-filled pen treatment initiation pack (Biogen Idec Ltd)"
"26241","Plegridy 63micrograms/0.5ml solution for injection pre-filled pen (Biogen Idec Ltd)"
"26242","plegridy homecare"
"26243","PLEGRIDY PRE-FILLED PEN INITIATION PACK injection solution"
"26244","PLEGRIDY STARTER PACK (1 x 94mcg PEN  1  X 63mcg  PEN)"
"26245","PLEGRIDY!STARTER PACK (1 x 94mcg PEN 1  X 63mcg  PEN)"
"26246","Plerixafor"
"26247","PLERIXAFOR"
"26248","PLERIXAFOR 20 mg in 1ml Injection 1 x Vial Pack"
"26249","PLERIXAFOR 20MG/ML INJECTION"
"26250","PLERIXAFOR 24 mg (24,000 MICROGRAMS) in 1.2ml Injection"
"26251","PLERIXAFOR 24 mg in 1.2ml Subcutaneous Injection"
"26252","PLERIXAFOR 24 mg/1.2mL Solution for Injection Vials"
"26253","Plerixafor 24Mg In 1.2Ml"
"26254","PLERIXAFOR 24mg in 1.2ml  Injection"
"26255","PLERIXAFOR 24mg/1.2mL INJECTION"
"26256","PLERIXAFOR 24mg/1.2mL INJECTION (1 vial)"
"26257","Plerixafor 24mg/1.2ml solution for injection vials"
"26258","PLERIXAFOR 24MG/1.2ML SOLUTION FOR INJECTION VIALS"
"26259","PLERIXAFOR INJECTION 24 mg in 1.2ml Injection"
"26260","PLERIXAFOR!24mg/1.2mL!INJECTION"
"26261","PN"
"26262","PN- FAT FREE"
"26263","PN- TRIOMEL"
"26264","PN-TRIOMEL STARTER INFUSION"
"26265","POLATUZUMAB"
"26266","POLATUZUMAB (FOC)"
"26267","Polatuzumab Vedotin"
"26268","POLATUZUMAB VEDOTIN"
"26269","POLATUZUMAB VEDOTIN (EAMS)"
"26270","POLATUZUMAB VEDOTIN (EAMS) IN SODIUM CHLORIDE 0.9%"
"26271","POLATUZUMAB VEDOTIN (EAMS) IN SODIUM CHLORIDE 0.9%  Infusion"
"26272","POLATUZUMAB VEDOTIN 140mg PWD FOR SOL.INFx1 (PAS)"
"26273","POLATUZUMAB VEDOTIN FORMULA (100ML)"
"26274","POLYACRYLIC ACID (Carbomer 980) 0.2 % Eye Drops"
"26275","Polycal"
"26276","POLYCAL 400G CAN"
"26277","pomalidomide"
"26278","Pomalidomide"
"26279","POMALIDOMIDE"
"26280","POMALIDOMIDE ( IMNOVID ) 4 mg Capsules"
"26281","POMALIDOMIDE (HOMECARE) 2 mg Capsules"
"26282","POMALIDOMIDE (HOMECARE) 4 mg Capsules"
"26283","POMALIDOMIDE (Imnovid)"
"26284","POMALIDOMIDE (IMNOVID)"
"26285","POMALIDOMIDE 1 mg Capsules"
"26286","Pomalidomide 1mg capsules"
"26287","POMALIDOMIDE 2 mg Capsules"
"26288","POMALIDOMIDE 2 mg Capsules 21 Capsule Pack"
"26289","POMALIDOMIDE 2MG CAPSULE"
"26290","Pomalidomide 2mg capsules"
"26291","POMALIDOMIDE 2mg CAPSULES"
"26292","POMALIDOMIDE 2MG CAPSULES"
"26293","POMALIDOMIDE 2mg CAPSULES (21 caps)"
"26294","POMALIDOMIDE 2MG CAPSULES 21 CAPSULE"
"26295","POMALIDOMIDE 3 mg Capsules"
"26296","POMALIDOMIDE 3 mg Capsules 21 Capsule Pack"
"26297","Pomalidomide 3mg capsules"
"26298","POMALIDOMIDE 3mg CAPSULES"
"26299","POMALIDOMIDE 3MG CAPSULES"
"26300","POMALIDOMIDE 3mg CAPSULES (21 caps)"
"26301","POMALIDOMIDE 3MG CAPSULES 21 CAPSULE"
"26302","POMALIDOMIDE 4 mg Capsules"
"26303","POMALIDOMIDE 4 mg Capsules 21 Capsule Pack"
"26304","Pomalidomide 4mg capsules"
"26305","POMALIDOMIDE 4MG Capsules"
"26306","POMALIDOMIDE 4MG CAPSULES"
"26307","POMALIDOMIDE 4mg CAPSULES (21 caps)"
"26308","POMALIDOMIDE 4MG CAPSULES 21 CAPSULE"
"26309","Pomalidomide Caps 3MG"
"26310","Pomalidomide Caps 4MG"
"26311","POMALIDOMIDE CAPSULE 2mg"
"26312","POMALIDOMIDE CAPSULE 3mg"
"26313","POMALIDOMIDE CAPSULE 4mg"
"26314","POMALIDOMIDE for CCR:4479 (PN:HM15/336) MUK SEVEN TRIAL"
"26315","POMALIDOMIDE!1mg!CAPSULES (21 caps)"
"26316","POMALIDOMIDE!2mg!CAPSULES"
"26317","POMALIDOMIDE!2mg!CAPSULES (21 caps)"
"26318","POMALIDOMIDE!3mg!CAPSULES (21 caps)"
"26319","POMALIDOMIDE!4mg!CAPSULES"
"26320","POMALIDOMIDE!4mg!CAPSULES (21 caps)"
"26321","POMALIDOMIDECAPSULE4mg"
"26322","Pompe Disease - Alglucosidsase Alpha (Myozyme)"
"26323","Ponatinib"
"26324","PONATINIB"
"26325","PONATINIB (30 Tablet Pack)"
"26326","PONATINIB (ULM) 15 mg Tablets"
"26327","PONATINIB [ICLUSIG] 15 mg Tablets"
"26328","PONATINIB 15 mg Tablets"
"26329","Ponatinib 15mg tablets"
"26330","PONATINIB 15mg Tablets"
"26331","PONATINIB 30mg Tablets"
"26332","PONATINIB 45 mg Tablets"
"26333","PONATINIB 45 mg Tablets 30 Tablet Pack"
"26334","Ponatinib 45mg tablets"
"26335","PONATINIB!15mg!TABLETS"
"26336","PONATINIB!45mg!TABLETS"
"26337","PONATINIB!45mg!TABLETS (30 tabs)"
"26338","PONATINIB!TABLETS 15mg"
"26339","PONATINIB!TABLETS 45mg"
"26340","Poole - COLISTIMETHATE"
"26341","Poole - COLISTIMETHATE (Promixin)"
"26342","Poole - DORNASE ALFA"
"26343","Poole - HC - AZTREONAM LYSINE (Cayston)"
"26344","Poole - HC - COLISTIMETHATE"
"26345","Poole - HC - COLISTIMETHATE (Promixin)"
"26346","Poole - HC - DORNASE ALFA (Pulmozyme)"
"26347","Poole - HC - IVACAFTOR (Kalydeco)"
"26348","Poole - HC - LUMACAFTOR 100mg with IVACAFTOR 125mg"
"26349","Poole - HC - LUMACAFTOR 150mg with IVACAFTOR 188mg"
"26350","Poole - HC - TEZACAFTOR 100mg with IVACAFTOR 150mg"
"26351","Poole - HC - TOBRAMYCIN (Bramitob)"
"26352","Poole - HC - TOBRAMYCIN (Tobi) with Podhaler devi"
"26353","Poole - HC - TOBRAMYCIN (Tobi) with Podhaler devic"
"26354","Poole - TOBRAMYCIN"
"26355","Poole - TOBRAMYCIN (Tobi) with Podhaler device"
"26356","Pooled Platelets CMVNEG IRRAD"
"26357","Pooled Platelets IRRAD"
"26358","PORACTANT"
"26359","Poractant alfa"
"26360","Poractant Alfa"
"26361","PORACTANT ALFA"
"26362","Poractant Alfa - Surfactant"
"26363","poractant alfa  240mg/3ml solution"
"26364","PORACTANT ALFA (Curosurf)"
"26365","PORACTANT ALFA (CUROSURF)"
"26366","PORACTANT ALFA 120 mg in 1.5mL Lung Surfactant"
"26367","PORACTANT ALFA 120 mg in 1.5mL Solution"
"26368","PORACTANT alfa 120 mg in 1.5ml Suspension 1.5 ml Vial"
"26369","PORACTANT ALFA 120 mg Suspension"
"26370","PORACTANT ALFA 120MG"
"26371","Poractant Alfa 120mg in 3ml Lung Surfactant"
"26372","PORACTANT ALFA 120MG/1.5ML ENDOTRACHEOPULMONARY SU"
"26373","Poractant alfa 120mg/1.5ml endotracheopulmonary suspension vials"
"26374","PORACTANT ALFA 120MG/1.5ML ENDOTRACHEOPULMONARY SUSPENSION VIALS"
"26375","Poractant alfa 120mg/1.5ml endotracheopulmonary suspension vials 1 vial"
"26376","PORACTANT ALFA 120mg/1.5mL SUSPENSION"
"26377","PORACTANT ALFA 120mg/1.5mL SUSPENSION (1 vial)"
"26378","PORACTANT ALFA 240 mg in 3mL Lung Surfactant"
"26379","PORACTANT ALFA 240 mg in 3ml Solution"
"26380","PORACTANT alfa 240 mg in 3ml Suspension 3 ml Vial"
"26381","PORACTANT ALFA 240 mg Suspension"
"26382","PORACTANT ALFA 240MG"
"26383","Poractant Alfa 240mg in 3ml Lung Surfactant"
"26384","PORACTANT ALFA 240MG/3ML ENDOTRACHEOPULMONARY SUSP"
"26385","Poractant alfa 240mg/3ml endotracheopulmonary suspension vials"
"26386","PORACTANT ALFA 240MG/3ML ENDOTRACHEOPULMONARY SUSPENSION VIALS"
"26387","Poractant alfa 240mg/3ml endotracheopulmonary suspension vials 1 vial"
"26388","PORACTANT ALFA 240mg/3mL SUSPENSION"
"26389","PORACTANT ALFA 240mg/3mL SUSPENSION (1 vial)"
"26390","PORACTANT ALFA 80 mg in 1ml Injection"
"26391","PORACTANT ALFA 80 mg in 1ml Suspension"
"26392","PORACTANT ALFA ENDOTRACHEAL"
"26393","PORACTANT ALFA SOLUTION 120mg in 1.5ml"
"26394","PORACTANT ALFA SOLUTION 240mg in 3ml"
"26395","PORACTANT ALFA SUSPENSION 80mg in 1mL, 1.5mL Injection"
"26396","PORACTANT ALFA!120mg/1.5mL!SUSPENSION"
"26397","PORACTANT ALFA!120mg/1.5mL!SUSPENSION (1 vial)"
"26398","PORACTANT ALFA!240mg/3mL!SUSPENSION"
"26399","PORACTANT ALFA!240mg/3mL!SUSPENSION (1 vial)"
"26400","PORACTANT ALFA^ 120 mg in 1.5mL Vial"
"26401","PORACTANT ALFA^ 240 mg in 3mL Vial"
"26402","PORACTANT ALPHA 120 mg in 1.5ml Suspension"
"26403","PORACTANT ALPHA 240 mg in 3ml Suspension"
"26404","Poractant Alpha Su"
"26405","Poractant Alpha Suspenison"
"26406","Poractant Alpha Suspension"
"26407","PORACTANTALFA120MG/1.5MLENDOTRACHEOPULMONARYSUSPENSIONVIALS"
"26408","PORACTANTALFASOLUTION120mgin1.5ml"
"26409","PORACTANTALFASOLUTION240mgin3ml"
"26410","Poractnat Alpha Suspension"
"26411","Ports -  Tobramycin"
"26412","Ports - Bramitob"
"26413","Ports - CIPROFLOXACIN"
"26414","Ports - Colistemethate"
"26415","Ports - Colistemethate sodium"
"26416","Ports - Dornase Alfa"
"26417","Ports - Dornase alpha"
"26418","Ports - IMMUNOGLOBULIN Human"
"26419","Ports - MYCOPHENOLATE MOFETIL (MYFENAX)"
"26420","Ports - Promixin 1megaunit"
"26421","Ports - TOBRAMYCIN"
"26422","Ports  - TOBRAMYCIN"
"26423","posaconazole"
"26424","Posaconazole"
"26425","POSACONAZOLE"
"26426","posaconazole  100mg gastro-resistant tablets"
"26427","POSACONAZOLE  40mg/ml"
